,,,,,,,,,,-89.74964904785156,89.1871337890625,-17.916641235351562,17.825790405273438
4.0,-3.0,-5.0,19.0,-2.0,-43.0,-15.0,7.0,29.0,-42.0,9.502395629882812,-22.130050659179688,32.505470275878906,-5.5706939697265625
0.0,-1.0,1.0,0.0,23.0,-2.0,2.0,3.0,12.0,-10.0,3.101593017578125,-9.042373657226562,20.311447143554688,-5.8945159912109375
2,0,5,0,-6,3,,,15,-9,-6.9948883056640625,12.653396606445312,-0.82940673828125,-15.21142578125
4,17,4,27,4,54,,,-9,60,-19.193038940429688,28.65081787109375,-4.265106201171875,-19.34246826171875
-2,-6,2,-13,-6,-10,,,-12,-2,-21.131378173828125,20.01416015625,-4.69586181640625,-6.516258239746094
-2,-8,4,-27,-6,-3,,,13,-6,-21.882110595703125,14.588088989257812,-4.862701416015625,18.997169494628906
-4,-6,4,-31,-8,0,,,-31,8,-16.061630249023438,10.707748413085938,-3.569244384765625,29.631866455078125
-4.0,0.0,-3.0,-33.0,-8.0,4.0,23.0,-25.0,-9.0,6.0,-2.719207763671875,2.3104248046875,-2.384063720703125,11.086822509765625
0.0,5.0,-5.0,10.0,4.0,7.0,16.0,-19.0,-6.0,3.0,26.23199462890625,-12.30230712890625,-17.484664916992188,-1.09405517578125
4,13,,,2,18,-14,38,-9,6,34.31709289550781,-22.85406494140625,-19.17596435546875,-2.586761474609375
0,-7,,,,,-17,17,9,-19,17.004669189453125,-27.142974853515625,9.121994018554688,-4.385467529296875
0,-6,2,0,,,-12,4,14,-19,7.6341552734375,-18.417953491210938,29.521835327148438,-5.00262451171875
2.0,-2.0,1.0,11.0,9.0,-11.0,-8.0,0.0,15.0,-15.0,2.87921142578125,-8.487335205078125,19.352874755859375,-6.690338134765625
3,2,0,8,13,14,,,24,-6,-9.967880249023438,17.805892944335938,-2.2008819580078125,-17.910232543945312
0,7,-4,11,-13,40,,,-20,48,-20.749313354492188,29.107498168945312,-4.6109619140625,-18.24773406982422
-5,1,-2,-7,-10,6,,,-19,6,-22.220932006835938,18.374298095703125,-4.9380035400390625,-1.7062759399414062
-4,-7,1,-25,-16,-5,,,-11,1,-23.693817138671875,15.795867919921875,-5.265289306640625,28.93304443359375
-7.0,-3.0,-4.0,-30.0,-7.0,6.0,5.0,-16.0,-12.0,6.0,-12.689437866210938,8.459625244140625,-2.81988525390625,27.009368896484375
0.0,0.0,-6.0,-7.0,-2.0,6.0,18.0,-14.0,-7.0,4.0,7.371612548828125,-2.9658355712890625,-5.710662841796875,1.467254638671875
1.0,6.0,-3.0,13.0,4.0,8.0,3.0,-6.0,-2.0,1.0,31.243087768554688,-15.841064453125,-20.174591064453125,-1.5062255859375
2.0,8.0,2.0,21.0,4.0,11.0,-2.0,16.0,-3.0,4.0,28.983078002929688,-23.146697998046875,-14.092178344726562,-2.8419647216796875
0.0,1.0,-3.0,17.0,3.0,-3.0,-17.0,29.0,0.0,-4.0,13.145538330078125,-24.960525512695312,16.326461791992188,-4.42279052734375
-2.0,-13.0,1.0,-3.0,3.0,-56.0,-14.0,0.0,13.0,-30.0,7.3623046875,-18.86376953125,34.346221923828125,-6.324493408203125
2.0,-2.0,2.0,7.0,2.0,-20.0,-6.0,-2.0,17.0,-21.0,0.57904052734375,-2.5231170654296875,9.012466430664062,-7.3320465087890625
3,2,2,10,21,15,,,21,-5,-10.740264892578125,18.867965698242188,-2.3867340087890625,-16.74627685546875
1,6,-3,11,-14,30,,,-7,33,-20.523834228515625,28.13079833984375,-4.5608367919921875,-17.14337921142578
-3,-8,0,-23,5,11,,,-15,2,-23.115203857421875,18.4320068359375,-5.13671875,0.21490478515625
-5,-8,2,-24,-19,-7,,,-14,5,-20.00006103515625,13.333343505859375,-4.4444427490234375,24.761451721191406
-1.0,0.0,5.0,-23.0,-6.0,-1.0,10.0,-12.0,-5.0,1.0,-12.840011596679688,8.560028076171875,-2.85333251953125,26.275619506835938
1.0,0.0,-2.0,-19.0,-1.0,1.0,20.0,-17.0,-4.0,4.0,3.0413818359375,-0.738922119140625,-4.0755767822265625,5.1686859130859375
3.0,3.0,-2.0,9.0,4.0,8.0,12.0,-18.0,-2.0,2.0,31.43902587890625,-15.544830322265625,-20.517471313476562,-1.44805908203125
6.0,18.0,2.0,51.0,10.0,18.0,-5.0,49.0,-2.0,6.0,31.914840698242188,-25.055068969726562,-15.754501342773438,-3.0554046630859375
-2,-6,2,-5,,,-15,5,6,-15,11.728317260742188,-22.020095825195312,13.009979248046875,-3.8061065673828125
2,-10,-1,-1,,,-12,2,13,-25,7.4031524658203125,-18.241012573242188,30.657257080078125,-5.2742156982421875
0,-3,0,8,,,-5,-1,25,-25,2.268524169921875,-6.8477783203125,16.190353393554688,-6.9297943115234375
-2,5,-3,9,,,,,8,6,-8.23565673828125,14.892471313476562,-1.83013916015625,-14.891265869140625
-1,6,-8,13,,,,,-10,37,-16.874359130859375,25.170806884765625,-3.7498626708984375,-16.91161346435547
-3,2,-5,3,-11,1,,,-9,1,-25.2220458984375,23.40899658203125,-5.6049041748046875,-6.419517517089844
-4,-9,0,-18,-11,-6,,,-19,4,-22.263885498046875,14.842559814453125,-4.9475250244140625,23.329742431640625
-3,-3,2,-27,-10,-1,,,-7,2,-14.71405029296875,9.809402465820312,-3.269805908203125,29.082839965820312
-4.0,-1.0,3.0,-26.0,-5.0,0.0,15.0,-17.0,-8.0,4.0,-0.3760528564453125,0.828460693359375,-2.1571502685546875,6.423248291015625
-1.0,1.0,-5.0,-10.0,-8.0,6.0,15.0,-30.0,-4.0,2.0,25.581253051757812,-11.99615478515625,-17.051483154296875,-1.0667266845703125
7.0,12.0,1.0,34.0,10.0,16.0,0.0,25.0,-3.0,9.0,31.38604736328125,-20.102203369140625,-17.97564697265625,-2.2291259765625
4.0,6.0,5.0,24.0,7.0,-5.0,-8.0,27.0,3.0,0.0,16.017868041992188,-21.421798706054688,-0.1646881103515625,-3.140411376953125
-3.0,-8.0,3.0,-6.0,-2.0,-37.0,-12.0,1.0,13.0,-24.0,10.750396728515625,-24.035186767578125,31.433822631835938,-5.5370025634765625
1.0,-4.0,4.0,3.0,5.0,-18.0,-9.0,-1.0,8.0,-18.0,3.7970733642578125,-10.818084716796875,23.522903442382812,-5.9315948486328125
1,0,0,5,4,2,,,27,-17,-5.042022705078125,9.051193237304688,0.6399383544921875,-13.286849975585938
-1,2,-3,6,8,18,,,1,8,-17.809036254882812,27.667144775390625,-3.9575653076171875,-19.639846801757812
-2,5,-6,0,-10,21,,,-20,32,-23.548553466796875,23.655303955078125,-5.2330322265625,-8.995712280273438
-1.0,-2.0,-1.0,-5.0,0.0,7.0,1.0,5.0,-9.0,3.0,-21.218856811523438,14.145904541015625,-4.7152862548828125,17.044906616210938
-5.0,-4.0,-2.0,-18.0,-18.0,-6.0,3.0,-8.0,-17.0,7.0,-16.278305053710938,10.852188110351562,-3.617401123046875,28.976272583007812
-2.0,0.0,1.0,-15.0,-5.0,2.0,9.0,-8.0,-4.0,3.0,-5.8090667724609375,3.8936614990234375,-1.363433837890625,13.874969482421875
-2.0,-1.0,-1.0,-16.0,-1.0,2.0,14.0,-21.0,-4.0,3.0,18.839508056640625,-8.4119873046875,-12.788909912109375,-0.713348388671875
4.0,7.0,0.0,14.0,6.0,18.0,11.0,-10.0,-3.0,3.0,34.537628173828125,-20.046478271484375,-20.91527557373047,-2.098358154296875
6.0,8.0,5.0,31.0,8.0,5.0,-3.0,32.0,0.0,1.0,21.497940063476562,-25.410293579101562,-3.3543243408203125,-3.600189208984375
4,-14,8,-7,,,-12,5,25,-33,10.149871826171875,-22.299224853515625,27.58057403564453,-4.913726806640625
8,-5,9,3,,,-1,0,25,-25,4.3674774169921875,-12.1112060546875,25.285919189453125,-5.550689697265625
14.0,-4.0,9.0,4.0,45.0,-2.0,2.0,6.0,43.0,-29.0,-3.66131591796875,6.1597747802734375,3.31591796875,-12.71209716796875
5,11,,,10,12,,,21,3,-14.858245849609375,23.990066528320312,-3.3018341064453125,-17.8935546875
8,-4,,,5,29,,,2,28,-22.961288452148438,25.9957275390625,-5.102508544921875,-12.324462890625
0,5,1,-2,-20,20,,,-33,39,-26.416152954101562,17.782394409179688,-5.870269775390625,17.787384033203125
-7,-9,5,-35,-12,-8,,,-19,-1,-16.290145874023438,10.860092163085938,-3.6200408935546875,29.466278076171875
-3.0,-1.0,0.0,-25.0,-3.0,2.0,15.0,-16.0,-9.0,3.0,-4.8499603271484375,3.3478851318359375,-1.478912353515625,12.541961669921875
-2.0,3.0,-5.0,-3.0,-4.0,9.0,29.0,-30.0,-11.0,5.0,18.962921142578125,-8.500564575195312,-12.854339599609375,-0.7237548828125
2,10,,,0,19,0,10,-8,5,32.38037109375,-18.603500366210938,-19.71331024169922,-1.9346771240234375
6,11,,,-3,6,-12,37,-3,2,20.66009521484375,-21.9617919921875,-6.445182800292969,-2.9772491455078125
0,-10,-1,-9,,,-13,7,9,-18,10.257461547851562,-21.070648193359375,20.059722900390625,-4.0899200439453125
4,-11,11,-1,,,-17,2,34,-34,6.0973358154296875,-15.945297241210938,30.16558837890625,-5.6475372314453125
3,1,0,10,9,3,,,32,-16,-0.0317230224609375,-1.3440093994140625,8.816787719726562,-8.769805908203125
1,3,-2,10,14,22,,,9,10,-11.996963500976562,20.683074951171875,-2.6660003662109375,-17.434417724609375
0,10,-9,17,-9,36,,,-20,44,-20.455780029296875,27.09490966796875,-4.5457305908203125,-15.839317321777344
-6,-8,-3,-23,-2,-2,,,-19,1,-22.116134643554688,17.028213500976562,-4.914703369140625,1.62091064453125
-8,-8,0,-24,-16,-10,,,-15,0,-21.210708618164062,14.140457153320312,-4.713470458984375,27.759971618652344
-5.0,-5.0,1.0,-29.0,-9.0,-1.0,9.0,-18.0,-14.0,2.0,-12.216140747070312,8.144088745117188,-2.7147064208984375,26.087188720703125
0.0,-2.0,0.0,-19.0,-5.0,11.0,24.0,-23.0,-13.0,5.0,12.88427734375,-5.4412994384765625,-9.51336669921875,1.4694671630859375
0.0,8.0,-2.0,17.0,-2.0,15.0,16.0,-10.0,-6.0,5.0,33.11753845214844,-17.926071166992188,-20.764358520507812,-1.79052734375
4,9,,,5,3,-5,28,-1,1,23.969650268554688,-22.376205444335938,-9.830833435058594,-2.904571533203125
1,-9,,,,,-25,24,17,-32,11.825836181640625,-23.7457275390625,20.211219787597656,-4.4751739501953125
3,-9,2,-3,,,-12,4,23,-28,6.04290771484375,-15.706069946289062,29.379852294921875,-5.403350830078125
2.0,4.0,3.0,6.0,6.0,4.0,-5.0,2.0,22.0,-7.0,1.1017303466796875,-3.7165374755859375,10.2823486328125,-6.606536865234375
0,1,-1,8,-4,16,,,8,5,-9.6519775390625,17.193527221679688,-2.1448822021484375,-16.028045654296875
0,14,-7,27,-4,45,,,-10,46,-21.0028076171875,29.407577514648438,-4.667266845703125,-18.400238037109375
-1,-3,-2,-9,-6,4,,,-12,-2,-22.763626098632812,18.628448486328125,-5.0586090087890625,-1.129150390625
-5,-13,4,-28,-15,-13,,,-11,-2,-21.112838745117188,14.075225830078125,-4.691741943359375,25.281036376953125
0,-5,2,-23,0,0,,,-12,2,-13.923568725585938,9.282394409179688,-3.0941009521484375,28.774337768554688
-3.0,2.0,6.0,-35.0,-8.0,2.0,29.0,-20.0,-9.0,5.0,4.980804443359375,-1.7865753173828125,-4.5973052978515625,2.9662017822265625
1.0,2.0,-2.0,-3.0,4.0,4.0,24.0,-33.0,-2.0,2.0,27.551376342773438,-13.4959716796875,-18.049652099609375,-1.247344970703125
7,16,,,9,20,8,29,-5,9,32.61248779296875,-23.929306030273438,-17.0142822265625,-2.8361663818359375
2,9,,,2,2,-24,34,-5,-2,14.040679931640625,-25.117523193359375,12.991531372070312,-4.2691650390625
-6,-17,-3,-11,,,-25,3,11,-34,7.321990966796875,-18.1163330078125,30.722335815429688,-5.3042449951171875
0,-5,0,5,,,-10,1,35,-22,2.154083251953125,-6.547149658203125,15.649887084960938,-6.9593658447265625
0.0,0.0,-1.0,6.0,6.0,1.0,-5.0,4.0,6.0,-16.0,-9.54925537109375,17.086898803710938,-2.1220550537109375,-16.486785888671875
-2,2,-3,4,8,27,,,11,9,-17.385665893554688,25.263412475585938,-3.86346435546875,-16.451065063476562
0,5,-4,6,-9,38,,,-22,48,-22.913787841796875,20.767410278320312,-5.09197998046875,-5.31878662109375
-4,-2,-3,-10,-7,-4,,,-17,2,-21.607635498046875,14.405075073242188,-4.801666259765625,21.7230224609375
-3.0,-5.0,0.0,-17.0,-13.0,0.0,0.0,-12.0,-17.0,6.0,-14.57525634765625,9.716842651367188,-3.23895263671875,27.951065063476562
-3.0,1.0,6.0,-24.0,-9.0,2.0,21.0,-11.0,-9.0,3.0,-1.888427734375,1.77203369140625,-2.2559661865234375,9.344406127929688
2.0,3.0,5.0,-21.0,0.0,11.0,33.0,-40.0,-5.0,5.0,22.925079345703125,-10.6019287109375,-15.362289428710938,-0.930572509765625
6,12,,,4,18,8,2,-4,4,32.667449951171875,-20.250747680664062,-19.077224731445312,-2.2052154541015625
4,6,,,,,-22,52,1,-5,17.811935424804688,-23.085128784179688,-0.72509765625,-3.362548828125
-1,-16,6,-8,,,-22,1,30,-40,10.436065673828125,-23.323883056640625,30.469207763671875,-5.3519134521484375
6.0,-3.0,1.0,11.0,12.0,-9.0,-11.0,1.0,28.0,-21.0,4.123260498046875,-11.778717041015625,25.710617065429688,-7.1664581298828125
0,0,-3,5,5,12,,,12,2,-7.2421417236328125,13.14593505859375,-1.240753173828125,-15.122406005859375
-1,1,-3,3,-6,16,,,-2,14,-19.352951049804688,28.756011962890625,-4.3006591796875,-19.305221557617188
-4,6,2,-9,-7,32,,,-23,39,-23.618515014648438,21.458602905273438,-5.2485809326171875,-5.453712463378906
-7,-4,1,-31,-15,1,,,-23,6,-24.481521606445312,16.320999145507812,-5.4403076171875,26.862876892089844
-4.0,4.0,-3.0,-18.0,-7.0,9.0,18.0,-14.0,-11.0,8.0,-12.909957885742188,8.606658935546875,-2.8688812255859375,26.258224487304688
-1.0,4.0,-2.0,-7.0,1.0,9.0,22.0,-35.0,-5.0,4.0,0.927642822265625,0.21295166015625,-2.8084564208984375,5.734222412109375
5.0,8.0,-1.0,41.0,1.0,7.0,-2.0,29.0,-4.0,2.0,30.344924926757812,-14.67388916015625,-19.983963012695312,-1.34124755859375
3.0,3.0,-4.0,19.0,3.0,-2.0,-19.0,35.0,0.0,-3.0,30.148956298828125,-21.18280029296875,-16.242637634277344,-2.461395263671875
1.0,-16.0,-2.0,-5.0,3.0,-53.0,-21.0,6.0,17.0,-32.0,14.353652954101562,-23.0081787109375,6.542884826660156,-3.650299072265625
3.0,-6.0,-2.0,6.0,3.0,-27.0,-10.0,1.0,11.0,-23.0,8.664093017578125,-20.395614624023438,30.800048828125,-5.2324371337890625
1.0,0.0,-1.0,6.0,6.0,1.0,-7.0,1.0,19.0,-13.0,3.2056121826171875,-9.372772216796875,21.137664794921875,-6.942718505859375
-3,2,-2,5,2,8,,,7,1,-5.698486328125,10.526168823242188,-1.2352447509765625,-12.197296142578125
-1,6,4,5,-5,37,,,-3,27,-18.133575439453125,27.90618896484375,-4.0296783447265625,-19.566909790039062
-4,9,2,-7,-2,24,,,-14,31,-20.86199951171875,21.35223388671875,-4.6360015869140625,-8.500228881835938
-4,-9,0,-35,-14,-8,,,-17,1,-23.136734008789062,15.426315307617188,-5.1414947509765625,17.144454956054688
-3.0,-1.0,0.0,-25.0,-7.0,0.0,10.0,-10.0,-8.0,4.0,-19.36627197265625,12.91082763671875,-4.3036041259765625,35.95396423339844
0.0,3.0,-2.0,-13.0,-4.0,6.0,32.0,-28.0,-7.0,3.0,0.572906494140625,0.4721832275390625,-2.9723663330078125,6.790985107421875
1.0,4.0,0.0,14.0,5.0,7.0,1.0,-8.0,-5.0,2.0,24.084869384765625,-11.329498291015625,-16.034866333007812,-1.010345458984375
0.0,9.0,-5.0,28.0,2.0,10.0,-8.0,27.0,-7.0,2.0,31.330795288085938,-19.934783935546875,-18.016250610351562,-2.202606201171875
2.0,4.0,-1.0,21.0,5.0,-5.0,-17.0,38.0,0.0,-4.0,17.023605346679688,-22.89996337890625,0.40856170654296875,-3.3801116943359375
-2,-17,-1,-7,,,-19,3,21,-45,9.0093994140625,-19.927276611328125,25.194252014160156,-4.4156341552734375
4,-2,3,8,,,-5,0,20,-24,4.4679718017578125,-12.2652587890625,25.203109741210938,-5.289276123046875
2.0,-1.0,1.0,2.0,-7.0,-7.0,-3.0,1.0,6.0,-5.0,-0.604827880859375,0.2948455810546875,5.3030242919921875,-7.9170074462890625
3,-2,0,8,15,12,,,15,0,-11.066604614257812,19.184646606445312,-2.459228515625,-16.298812866210938
-1,4,-4,10,7,17,,,1,11,-18.736129760742188,25.643142700195312,-4.16357421875,-15.56817626953125
-2,10,-1,9,-17,43,,,-26,56,-27.770614624023438,21.887725830078125,-6.1712646484375,2.945831298828125
-3,-11,3,-29,-13,-8,,,-16,-2,-20.839752197265625,13.893173217773438,-4.63104248046875,30.322738647460938
-3,-4,6,-28,-6,1,,,-9,2,-10.113372802734375,6.74224853515625,-2.2474365234375,22.508651733398438
-2.0,-1.0,1.0,-39.0,-4.0,1.0,31.0,-27.0,-6.0,2.0,13.968505859375,-6.0673065185546875,-9.698165893554688,-0.09844970703125
1.0,1.0,-4.0,3.0,1.0,5.0,14.0,-25.0,-1.0,1.0,31.639892578125,-17.058273315429688,-19.875030517578125,-1.69903564453125
3,11,,,4,19,-7,28,-8,5,25.773971557617188,-24.418746948242188,-10.191474914550781,-3.1895904541015625
-1,1,,,,,-22,36,6,-19,10.8515625,-21.951431274414062,19.410240173339844,-4.166015625
-1,-10,4,0,,,-16,1,14,-25,6.1207275390625,-15.834487915039062,29.364273071289062,-5.350677490234375
4.0,2.0,2.0,13.0,18.0,-10.0,-5.0,2.0,28.0,-24.0,0.983642578125,-3.5767669677734375,10.8431396484375,-7.4119720458984375
-1,6,-3,10,6,21,,,15,5,-11.461776733398438,20.074142456054688,-2.5470733642578125,-17.810897827148438
-4,8,-9,13,-18,47,,,-20,52,-20.063400268554688,27.324234008789062,-4.458526611328125,-16.514732360839844
-4,-6,1,-13,-4,-2,,,-15,4,-24.829513549804688,19.519546508789062,-5.5176849365234375,1.6574783325195312
-3,-8,2,-21,-10,-5,,,-9,1,-19.414031982421875,12.942703247070312,-4.3142242431640625,25.596023559570312
-4,-1,2,-16,-6,1,,,-5,0,-12.100112915039062,8.066757202148438,-2.6889190673828125,25.306106567382812
-3.0,0.0,-1.0,-43.0,-8.0,8.0,32.0,-34.0,-9.0,8.0,2.346099853515625,-0.564239501953125,-3.12713623046875,3.966033935546875
1.0,8.0,-5.0,18.0,2.0,17.0,8.0,-15.0,-7.0,7.0,27.666275024414062,-13.294204711914062,-18.266036987304688,-1.208404541015625
2.0,15.0,-2.0,53.0,6.0,10.0,-24.0,65.0,-8.0,1.0,33.39375305175781,-23.578292846679688,-17.927474975585938,-2.746124267578125
1,-10,6,-4,,,-14,2,16,-28,14.019805908203125,-23.643753051757812,9.029678344726562,-3.8565216064453125
2,-4,1,10,,,-9,2,24,-27,8.449066162109375,-20.397506713867188,32.74491882324219,-5.616241455078125
2.0,-3.0,1.0,5.0,18.0,-2.0,-3.0,1.0,14.0,-12.0,2.494598388671875,-7.430633544921875,17.183746337890625,-6.588470458984375
3,3,-1,6,-1,15,,,15,-7,-7.72894287109375,14.048171997070312,-1.7175445556640625,-14.670089721679688
3,9,-1,12,-3,45,,,-17,56,-16.66534423828125,25.12774658203125,-3.7034149169921875,-17.105865478515625
-3,-9,3,-25,-12,-8,,,-15,0,-22.408950805664062,22.021804809570312,-4.979766845703125,-7.9525146484375
-6,-8,1,-28,-7,2,,,-14,5,-22.229446411132812,14.819625854492188,-4.9398651123046875,18.727020263671875
-3.0,1.0,-2.0,-36.0,-8.0,3.0,33.0,-30.0,-10.0,4.0,-16.516616821289062,11.011062622070312,-3.6703643798828125,30.454986572265625
-1.0,1.0,-5.0,-1.0,0.0,6.0,6.0,-21.0,-2.0,2.0,-3.1500396728515625,2.437347412109375,-1.897247314453125,10.6510009765625
2.0,8.0,-3.0,19.0,4.0,17.0,8.0,6.0,-6.0,6.0,22.761932373046875,-10.454788208007812,-15.292144775390625,-0.91168212890625
2.0,9.0,-1.0,38.0,2.0,11.0,-24.0,52.0,-6.0,2.0,32.99957275390625,-20.262466430664062,-19.377403259277344,-2.1944427490234375
-2,-11,2,-3,,,-21,9,12,-24,19.467300415039062,-25.722503662109375,0.6688690185546875,-3.806304931640625
2,-3,0,7,,,-7,0,18,-24,8.686630249023438,-19.510711669921875,25.87743377685547,-4.4591827392578125
3.0,0.0,4.0,11.0,14.0,-18.0,-7.0,7.0,26.0,-26.0,4.664276123046875,-13.11785888671875,27.983489990234375,-7.05072021484375
0,2,1,2,13,20,,,15,-1,-4.2945404052734375,7.8529205322265625,0.0670166015625,-11.492324829101562
1,13,-5,19,-12,54,,,-18,63,-19.577499389648438,30.397476196289062,-4.3505401611328125,-21.663787841796875
-4,-11,2,-31,-10,-9,,,-18,-1,-27.648513793945312,25.774505615234375,-6.1441192626953125,-6.74176025390625
-6,-1,2,-17,-10,2,,,-10,4,-21.38128662109375,14.254180908203125,-4.7513885498046875,23.381256103515625
-4.0,-1.0,1.0,-37.0,-7.0,3.0,19.0,-23.0,-9.0,4.0,-13.864471435546875,9.242996215820312,-3.08099365234375,27.350555419921875
-1.0,0.0,-8.0,-5.0,-3.0,4.0,13.0,-18.0,-4.0,1.0,-0.2159881591796875,0.8810882568359375,-2.7109222412109375,7.5361480712890625
4.0,9.0,-4.0,16.0,4.0,17.0,-3.0,-18.0,-4.0,7.0,25.259368896484375,-11.894668579101562,-16.809860229492188,-1.061767578125
7,15,,,5,18,,,-5,4,33.38606262207031,-21.980422973632812,-18.794410705566406,-2.4732513427734375
-6,-13,,,-1,-52,,,6,-29,14.75738525390625,-21.4459228515625,2.3527297973632812,-3.243621826171875
1.0,-8.0,0.0,-1.0,-1.0,-34.0,-7.0,-1.0,9.0,-20.0,9.029190063476562,-20.255462646484375,26.765960693359375,-4.6294097900390625
-2.0,-5.0,-4.0,12.0,14.0,-12.0,-15.0,-1.0,23.0,-30.0,4.5255889892578125,-12.746719360351562,27.252395629882812,-6.817840576171875
-1,5,-6,12,-6,19,,,15,-1,-5.259918212890625,9.535140991210938,0.0511474609375,-13.1712646484375
-5,10,0,11,-3,50,,,-23,62,-15.87060546875,24.966018676757812,-3.52679443359375,-17.955429077148438
-5,-4,-3,-8,-12,1,,,-16,4,-22.075042724609375,23.864181518554688,-4.90557861328125,-10.496192932128906
-3,-6,0,-15,-15,-2,,,-11,6,-21.864105224609375,14.628799438476562,-4.858673095703125,13.617301940917969
-2,0,6,-35,-6,0,,,-5,3,-16.709136962890625,11.139419555664062,-3.713165283203125,27.817153930664062
2.0,-1.0,0.0,-27.0,1.0,2.0,23.0,-16.0,-1.0,1.0,-8.073501586914062,5.3823394775390625,-1.7941131591796875,18.506866455078125
6.0,9.0,5.0,16.0,16.0,19.0,26.0,-14.0,0.0,3.0,16.114578247070312,-7.103973388671875,-10.989089965820312,-0.594573974609375
11.0,13.0,7.0,45.0,8.0,13.0,-10.0,40.0,-1.0,-2.0,32.11061096191406,-17.733917236328125,-19.93994140625,-1.7964019775390625
0,-11,1,-7,,,-11,5,5,-12,22.245162963867188,-20.960525512695312,-9.045967102050781,-2.7280120849609375
3,-12,4,4,,,-15,2,30,-34,12.2335205078125,-24.534835815429688,20.750770568847656,-4.625213623046875
2,0,-1,11,0,-4,,,17,-14,5.7021026611328125,-14.793258666992188,27.57830810546875,-5.0080718994140625
3,1,-7,11,6,7,,,12,-4,1.0516510009765625,-3.8114013671875,11.525405883789062,-7.685943603515625
0,-1,-2,0,7,5,,,8,-7,-10.820327758789062,19.02777099609375,-2.404510498046875,-16.991195678710938
1,0,-3,1,-2,27,,,-15,36,-18.113754272460938,25.393310546875,-4.0252838134765625,-15.853981018066406
-1,-8,4,-13,-2,-6,,,-14,2,-25.49615478515625,21.16522216796875,-5.665802001953125,-1.1246337890625
-4,-5,7,-21,-12,5,,,-15,6,-19.776107788085938,13.18408203125,-4.39471435546875,24.32769012451172
-3,-1,8,-39,-9,1,,,-9,4,-14.098846435546875,9.39923095703125,-3.133056640625,29.150405883789062
-2.0,3.0,-6.0,-27.0,0.0,16.0,37.0,-29.0,-4.0,7.0,8.793914794921875,-3.494354248046875,-7.1056671142578125,2.583831787109375
8,16,,,8,20,5,15,-4,5,31.674484252929688,-16.385910034179688,-20.274734497070312,-1.582763671875
0,-1,,,-1,-4,-18,36,-3,-4,28.70257568359375,-24.899398803710938,-12.8638916015625,-3.1526641845703125
-2,-10,-3,-5,,,-14,4,13,-22,12.554000854492188,-25.1951904296875,21.388107299804688,-4.763824462890625
1,-2,0,8,,,-5,5,17,-25,6.2045440673828125,-16.379776000976562,31.518020629882812,-6.099273681640625
5,2,3,14,,,-6,6,44,-30,-1.5292205810546875,1.7881317138671875,6.5382232666015625,-10.6407470703125
0,2,,,21,24,,,3,8,-12.8258056640625,21.57574462890625,-2.8501739501953125,-17.203460693359375
1,7,,,-11,37,,,-22,54,-22.9024658203125,28.345748901367188,-5.089447021484375,-15.244583129882812
-4,-10,3,-19,-11,-4,,,-22,4,-24.008102416992188,16.86907958984375,-5.3351287841796875,9.124313354492188
